Date,Medicine Name,Quantity Sold,Category,Price per Unit,Stock Remaining,Supplier,Season,Location,Reorder Threshold
2011-12-30,Levothyroxine,140,Thyroid Hormone,39.2,-140,Supplier B,Winter,Aisle 6,Yes
2012-01-06,Paracetamol,176,Analgesic,34.42,-176,Supplier C,Winter,Aisle 8,Yes
2012-01-06,Ibuprofen,40,NSAID,9.76,-40,Supplier C,Winter,Aisle 4,Yes
2012-01-06,Aspirin,102,NSAID,7.86,-102,Supplier D,Winter,Aisle 6,Yes
2012-01-06,Amoxicillin,95,Antibiotic,11.99,-95,Supplier D,Winter,Aisle 3,Yes
2012-01-06,Cetirizine,172,Antihistamine,17.48,-172,Supplier A,Winter,Aisle 8,Yes
2012-01-06,Loratadine,71,Antihistamine,21.85,-71,Supplier D,Winter,Aisle 8,Yes
2012-01-06,Omeprazole,105,Antacid,20.14,-105,Supplier C,Winter,Aisle 5,Yes
2012-01-06,Metformin,83,Antidiabetic,32.32,-83,Supplier D,Winter,Aisle 6,Yes
2012-01-06,Simvastatin,180,Lipid-lowering,7.51,-180,Supplier A,Winter,Aisle 6,Yes
2012-01-06,Diazepam,156,Benzodiazepine,39.32,-156,Supplier A,Winter,Aisle 9,Yes
2012-01-06,Ciprofloxacin,24,Antibiotic,16.53,-24,Supplier B,Winter,Aisle 10,Yes
2012-01-06,Levothyroxine,94,Thyroid Hormone,40.19,-94,Supplier B,Winter,Aisle 2,Yes
2012-01-13,Paracetamol,153,Analgesic,36.52,-153,Supplier A,Winter,Aisle 10,Yes
2012-01-13,Ibuprofen,142,NSAID,7.08,-142,Supplier C,Winter,Aisle 10,Yes
2012-01-13,Aspirin,77,NSAID,11.31,-77,Supplier D,Winter,Aisle 2,Yes
2012-01-13,Amoxicillin,143,Antibiotic,46.66,-143,Supplier B,Winter,Aisle 1,Yes
2012-01-13,Cetirizine,32,Antihistamine,31.6,-32,Supplier D,Winter,Aisle 3,Yes
2012-01-13,Loratadine,96,Antihistamine,49.4,-96,Supplier D,Winter,Aisle 4,Yes
2012-01-13,Omeprazole,90,Antacid,14.56,-90,Supplier D,Winter,Aisle 3,Yes
2012-01-13,Metformin,27,Antidiabetic,22.55,-27,Supplier A,Winter,Aisle 5,Yes
2012-01-13,Simvastatin,145,Lipid-lowering,39.12,-145,Supplier B,Winter,Aisle 1,Yes
2012-01-13,Diazepam,42,Benzodiazepine,44.12,-42,Supplier B,Winter,Aisle 10,Yes
2012-01-13,Ciprofloxacin,51,Antibiotic,38.19,-51,Supplier B,Winter,Aisle 1,Yes
2012-01-13,Levothyroxine,132,Thyroid Hormone,33.03,-132,Supplier A,Winter,Aisle 10,Yes
2012-01-20,Paracetamol,134,Analgesic,32.17,-134,Supplier B,Winter,Aisle 6,Yes
2012-01-20,Ibuprofen,143,NSAID,39.57,-143,Supplier C,Winter,Aisle 5,Yes
2012-01-20,Aspirin,63,NSAID,43.55,-63,Supplier D,Winter,Aisle 3,Yes
2012-01-20,Amoxicillin,93,Antibiotic,38.05,-93,Supplier D,Winter,Aisle 10,Yes
2012-01-20,Cetirizine,125,Antihistamine,26.0,-125,Supplier A,Winter,Aisle 6,Yes
2012-01-20,Loratadine,49,Antihistamine,29.59,-49,Supplier D,Winter,Aisle 1,Yes
2012-01-20,Omeprazole,148,Antacid,46.53,-148,Supplier B,Winter,Aisle 9,Yes
2012-01-20,Metformin,96,Antidiabetic,37.93,-96,Supplier B,Winter,Aisle 6,Yes
2012-01-20,Simvastatin,133,Lipid-lowering,45.73,-133,Supplier A,Winter,Aisle 5,Yes
2012-01-20,Diazepam,71,Benzodiazepine,14.07,-71,Supplier C,Winter,Aisle 3,Yes
2012-01-20,Ciprofloxacin,156,Antibiotic,7.46,-156,Supplier D,Winter,Aisle 7,Yes
2012-01-20,Levothyroxine,148,Thyroid Hormone,13.55,-148,Supplier D,Winter,Aisle 6,Yes
2012-01-27,Paracetamol,43,Analgesic,32.43,-43,Supplier C,Winter,Aisle 3,Yes
2012-01-27,Ibuprofen,113,NSAID,37.98,-113,Supplier D,Winter,Aisle 1,Yes
2012-01-27,Aspirin,151,NSAID,27.61,-151,Supplier B,Winter,Aisle 8,Yes
2012-01-27,Amoxicillin,105,Antibiotic,19.4,-105,Supplier C,Winter,Aisle 2,Yes
2012-01-27,Cetirizine,30,Antihistamine,40.47,-30,Supplier B,Winter,Aisle 9,Yes
2012-01-27,Loratadine,182,Antihistamine,36.79,-182,Supplier B,Winter,Aisle 6,Yes
2012-01-27,Omeprazole,30,Antacid,30.39,-30,Supplier B,Winter,Aisle 4,Yes
2012-01-27,Metformin,79,Antidiabetic,22.86,-79,Supplier A,Winter,Aisle 10,Yes
2012-01-27,Simvastatin,181,Lipid-lowering,8.87,-181,Supplier C,Winter,Aisle 2,Yes
2012-01-27,Diazepam,26,Benzodiazepine,8.46,-26,Supplier D,Winter,Aisle 8,Yes
2012-01-27,Ciprofloxacin,48,Antibiotic,41.05,-48,Supplier B,Winter,Aisle 7,Yes
2012-01-27,Levothyroxine,156,Thyroid Hormone,47.53,-156,Supplier C,Winter,Aisle 6,Yes
2012-02-03,Paracetamol,52,Analgesic,28.67,-52,Supplier B,Winter,Aisle 10,Yes
2012-02-03,Ibuprofen,149,NSAID,19.4,-149,Supplier C,Winter,Aisle 2,Yes
2012-02-03,Aspirin,77,NSAID,8.72,-77,Supplier B,Winter,Aisle 3,Yes
2012-02-03,Amoxicillin,149,Antibiotic,33.85,-149,Supplier D,Winter,Aisle 1,Yes
2012-02-03,Cetirizine,198,Antihistamine,23.77,-198,Supplier C,Winter,Aisle 9,Yes
2012-02-03,Loratadine,61,Antihistamine,12.1,-61,Supplier D,Winter,Aisle 3,Yes
2012-02-03,Omeprazole,109,Antacid,11.47,-109,Supplier D,Winter,Aisle 3,Yes
2012-02-03,Metformin,68,Antidiabetic,41.84,-68,Supplier D,Winter,Aisle 4,Yes
2012-02-03,Simvastatin,20,Lipid-lowering,31.21,-20,Supplier D,Winter,Aisle 8,Yes
2012-02-03,Diazepam,96,Benzodiazepine,26.91,-96,Supplier A,Winter,Aisle 3,Yes
2012-02-03,Ciprofloxacin,161,Antibiotic,15.57,-161,Supplier B,Winter,Aisle 9,Yes
2012-02-03,Levothyroxine,129,Thyroid Hormone,14.74,-129,Supplier B,Winter,Aisle 6,Yes
2012-02-10,Paracetamol,87,Analgesic,30.52,-87,Supplier A,Winter,Aisle 5,Yes
2012-02-10,Ibuprofen,110,NSAID,23.25,-110,Supplier B,Winter,Aisle 8,Yes
2012-02-10,Aspirin,110,NSAID,15.25,-110,Supplier C,Winter,Aisle 5,Yes
2012-02-10,Amoxicillin,102,Antibiotic,36.61,-102,Supplier A,Winter,Aisle 6,Yes
2012-02-10,Cetirizine,62,Antihistamine,16.53,-62,Supplier B,Winter,Aisle 1,Yes
2012-02-10,Loratadine,102,Antihistamine,12.94,-102,Supplier B,Winter,Aisle 1,Yes
2012-02-10,Omeprazole,115,Antacid,42.02,-115,Supplier B,Winter,Aisle 1,Yes
2012-02-10,Metformin,23,Antidiabetic,42.44,-23,Supplier C,Winter,Aisle 8,Yes
2012-02-10,Simvastatin,109,Lipid-lowering,17.53,-109,Supplier A,Winter,Aisle 5,Yes
2012-02-10,Diazepam,70,Benzodiazepine,41.13,-70,Supplier B,Winter,Aisle 3,Yes
2012-02-10,Ciprofloxacin,187,Antibiotic,19.92,-187,Supplier D,Winter,Aisle 4,Yes
2012-02-10,Levothyroxine,39,Thyroid Hormone,8.64,-39,Supplier B,Winter,Aisle 2,Yes
2012-02-17,Paracetamol,69,Analgesic,33.11,-69,Supplier C,Winter,Aisle 7,Yes
2012-02-17,Ibuprofen,55,NSAID,20.91,-55,Supplier A,Winter,Aisle 4,Yes
2012-02-17,Aspirin,51,NSAID,32.16,-51,Supplier A,Winter,Aisle 10,Yes
2012-02-17,Amoxicillin,25,Antibiotic,18.47,-25,Supplier A,Winter,Aisle 3,Yes
2012-02-17,Cetirizine,35,Antihistamine,19.24,-35,Supplier A,Winter,Aisle 6,Yes
2012-02-17,Loratadine,46,Antihistamine,41.13,-46,Supplier C,Winter,Aisle 7,Yes
2012-02-17,Omeprazole,102,Antacid,15.63,-102,Supplier A,Winter,Aisle 2,Yes
2012-02-17,Metformin,187,Antidiabetic,21.17,-187,Supplier D,Winter,Aisle 9,Yes
2012-02-17,Simvastatin,184,Lipid-lowering,20.99,-184,Supplier D,Winter,Aisle 10,Yes
2012-02-17,Diazepam,130,Benzodiazepine,19.03,-130,Supplier B,Winter,Aisle 8,Yes
2012-02-17,Ciprofloxacin,200,Antibiotic,15.57,-200,Supplier C,Winter,Aisle 8,Yes
2012-02-17,Levothyroxine,197,Thyroid Hormone,26.52,-197,Supplier D,Winter,Aisle 5,Yes
2012-02-24,Paracetamol,162,Analgesic,27.73,-162,Supplier C,Winter,Aisle 6,Yes
2012-02-24,Ibuprofen,160,NSAID,29.57,-160,Supplier B,Winter,Aisle 4,Yes
2012-02-24,Aspirin,153,NSAID,25.37,-153,Supplier C,Winter,Aisle 10,Yes
2012-02-24,Amoxicillin,180,Antibiotic,25.58,-180,Supplier B,Winter,Aisle 10,Yes
2012-02-24,Cetirizine,51,Antihistamine,5.67,-51,Supplier D,Winter,Aisle 9,Yes
2012-02-24,Loratadine,87,Antihistamine,16.46,-87,Supplier D,Winter,Aisle 3,Yes
2012-02-24,Omeprazole,83,Antacid,39.4,-83,Supplier D,Winter,Aisle 1,Yes
2012-02-24,Metformin,200,Antidiabetic,5.01,-200,Supplier D,Winter,Aisle 7,Yes
2012-02-24,Simvastatin,33,Lipid-lowering,25.46,-33,Supplier C,Winter,Aisle 10,Yes
2012-02-24,Diazepam,21,Benzodiazepine,15.98,-21,Supplier A,Winter,Aisle 6,Yes
2012-02-24,Ciprofloxacin,110,Antibiotic,25.69,-110,Supplier D,Winter,Aisle 10,Yes
2012-02-24,Levothyroxine,47,Thyroid Hormone,35.94,-47,Supplier C,Winter,Aisle 5,Yes
2012-03-02,Paracetamol,105,Analgesic,24.1,-105,Supplier D,Spring,Aisle 10,Yes
2012-03-02,Ibuprofen,158,NSAID,26.86,-158,Supplier D,Spring,Aisle 8,Yes
2012-03-02,Aspirin,120,NSAID,21.14,-120,Supplier D,Spring,Aisle 10,Yes
2012-03-02,Amoxicillin,54,Antibiotic,7.03,-54,Supplier A,Spring,Aisle 1,Yes
2012-03-02,Cetirizine,186,Antihistamine,39.48,-186,Supplier B,Spring,Aisle 2,Yes
2012-03-02,Loratadine,102,Antihistamine,24.14,-102,Supplier B,Spring,Aisle 3,Yes
2012-03-02,Omeprazole,46,Antacid,37.44,-46,Supplier A,Spring,Aisle 7,Yes
2012-03-02,Metformin,178,Antidiabetic,23.49,-178,Supplier D,Spring,Aisle 6,Yes
2012-03-02,Simvastatin,43,Lipid-lowering,43.86,-43,Supplier A,Spring,Aisle 6,Yes
2012-03-02,Diazepam,74,Benzodiazepine,46.35,-74,Supplier B,Spring,Aisle 8,Yes
2012-03-02,Ciprofloxacin,106,Antibiotic,28.25,-106,Supplier B,Spring,Aisle 1,Yes
2012-03-02,Levothyroxine,35,Thyroid Hormone,47.54,-35,Supplier A,Spring,Aisle 10,Yes
2012-03-09,Paracetamol,43,Analgesic,12.19,-43,Supplier D,Spring,Aisle 10,Yes
2012-03-09,Ibuprofen,81,NSAID,20.75,-81,Supplier A,Spring,Aisle 10,Yes
2012-03-09,Aspirin,186,NSAID,7.55,-186,Supplier A,Spring,Aisle 7,Yes
2012-03-09,Amoxicillin,192,Antibiotic,11.43,-192,Supplier C,Spring,Aisle 4,Yes
2012-03-09,Cetirizine,82,Antihistamine,36.06,-82,Supplier C,Spring,Aisle 8,Yes
2012-03-09,Loratadine,43,Antihistamine,32.39,-43,Supplier D,Spring,Aisle 2,Yes
2012-03-09,Omeprazole,185,Antacid,35.46,-185,Supplier A,Spring,Aisle 5,Yes
2012-03-09,Metformin,134,Antidiabetic,21.11,-134,Supplier D,Spring,Aisle 9,Yes
2012-03-09,Simvastatin,102,Lipid-lowering,6.07,-102,Supplier D,Spring,Aisle 9,Yes
2012-03-09,Diazepam,152,Benzodiazepine,39.63,-152,Supplier A,Spring,Aisle 3,Yes
2012-03-09,Ciprofloxacin,32,Antibiotic,32.09,-32,Supplier D,Spring,Aisle 2,Yes
2012-03-09,Levothyroxine,120,Thyroid Hormone,16.77,-120,Supplier D,Spring,Aisle 3,Yes
2012-03-16,Paracetamol,138,Analgesic,46.67,-138,Supplier A,Spring,Aisle 5,Yes
2012-03-16,Ibuprofen,158,NSAID,12.32,-158,Supplier A,Spring,Aisle 10,Yes
2012-03-16,Aspirin,137,NSAID,30.14,-137,Supplier B,Spring,Aisle 10,Yes
2012-03-16,Amoxicillin,157,Antibiotic,12.31,-157,Supplier B,Spring,Aisle 3,Yes
2012-03-16,Cetirizine,151,Antihistamine,43.0,-151,Supplier B,Spring,Aisle 7,Yes
2012-03-16,Loratadine,42,Antihistamine,33.51,-42,Supplier D,Spring,Aisle 10,Yes
2012-03-16,Omeprazole,66,Antacid,19.13,-66,Supplier A,Spring,Aisle 4,Yes
2012-03-16,Metformin,115,Antidiabetic,21.4,-115,Supplier D,Spring,Aisle 7,Yes
2012-03-16,Simvastatin,122,Lipid-lowering,48.82,-122,Supplier A,Spring,Aisle 7,Yes
2012-03-16,Diazepam,188,Benzodiazepine,27.22,-188,Supplier A,Spring,Aisle 6,Yes
2012-03-16,Ciprofloxacin,72,Antibiotic,15.8,-72,Supplier D,Spring,Aisle 1,Yes
2012-03-16,Levothyroxine,161,Thyroid Hormone,12.77,-161,Supplier D,Spring,Aisle 7,Yes
2012-03-23,Paracetamol,63,Analgesic,16.72,-63,Supplier B,Spring,Aisle 9,Yes
2012-03-23,Ibuprofen,47,NSAID,9.99,-47,Supplier B,Spring,Aisle 2,Yes
2012-03-23,Aspirin,86,NSAID,29.03,-86,Supplier C,Spring,Aisle 5,Yes
2012-03-23,Amoxicillin,149,Antibiotic,24.9,-149,Supplier B,Spring,Aisle 7,Yes
2012-03-23,Cetirizine,48,Antihistamine,49.77,-48,Supplier B,Spring,Aisle 10,Yes
2012-03-23,Loratadine,92,Antihistamine,31.99,-92,Supplier B,Spring,Aisle 2,Yes
2012-03-23,Omeprazole,123,Antacid,26.81,-123,Supplier A,Spring,Aisle 1,Yes
2012-03-23,Metformin,76,Antidiabetic,32.27,-76,Supplier B,Spring,Aisle 9,Yes
2012-03-23,Simvastatin,129,Lipid-lowering,48.67,-129,Supplier C,Spring,Aisle 6,Yes
2012-03-23,Diazepam,29,Benzodiazepine,42.91,-29,Supplier C,Spring,Aisle 9,Yes
2012-03-23,Ciprofloxacin,176,Antibiotic,31.86,-176,Supplier C,Spring,Aisle 9,Yes
2012-03-23,Levothyroxine,139,Thyroid Hormone,25.41,-139,Supplier B,Spring,Aisle 4,Yes
2012-03-30,Paracetamol,85,Analgesic,29.63,-85,Supplier D,Spring,Aisle 1,Yes
2012-03-30,Ibuprofen,174,NSAID,47.95,-174,Supplier C,Spring,Aisle 4,Yes
2012-03-30,Aspirin,123,NSAID,31.38,-123,Supplier C,Spring,Aisle 5,Yes
2012-03-30,Amoxicillin,62,Antibiotic,40.41,-62,Supplier A,Spring,Aisle 8,Yes
2012-03-30,Cetirizine,53,Antihistamine,37.42,-53,Supplier B,Spring,Aisle 2,Yes
2012-03-30,Loratadine,135,Antihistamine,6.09,-135,Supplier C,Spring,Aisle 5,Yes
2012-03-30,Omeprazole,113,Antacid,40.5,-113,Supplier D,Spring,Aisle 4,Yes
2012-03-30,Metformin,56,Antidiabetic,26.89,-56,Supplier B,Spring,Aisle 8,Yes
2012-03-30,Simvastatin,178,Lipid-lowering,38.45,-178,Supplier D,Spring,Aisle 7,Yes
2012-03-30,Diazepam,179,Benzodiazepine,25.84,-179,Supplier A,Spring,Aisle 2,Yes
2012-03-30,Ciprofloxacin,65,Antibiotic,28.19,-65,Supplier C,Spring,Aisle 3,Yes
2012-03-30,Levothyroxine,90,Thyroid Hormone,30.34,-90,Supplier B,Spring,Aisle 4,Yes
2012-04-06,Paracetamol,145,Analgesic,35.96,-145,Supplier D,Spring,Aisle 3,Yes
2012-04-06,Ibuprofen,197,NSAID,41.8,-197,Supplier C,Spring,Aisle 8,Yes
2012-04-06,Aspirin,23,NSAID,46.41,-23,Supplier D,Spring,Aisle 10,Yes
2012-04-06,Amoxicillin,160,Antibiotic,41.34,-160,Supplier C,Spring,Aisle 4,Yes
2012-04-06,Cetirizine,83,Antihistamine,48.75,-83,Supplier A,Spring,Aisle 5,Yes
2012-04-06,Loratadine,199,Antihistamine,40.86,-199,Supplier A,Spring,Aisle 10,Yes
2012-04-06,Omeprazole,23,Antacid,23.51,-23,Supplier D,Spring,Aisle 6,Yes
2012-04-06,Metformin,52,Antidiabetic,49.31,-52,Supplier C,Spring,Aisle 4,Yes
2012-04-06,Simvastatin,47,Lipid-lowering,30.14,-47,Supplier B,Spring,Aisle 7,Yes
2012-04-06,Diazepam,44,Benzodiazepine,49.74,-44,Supplier C,Spring,Aisle 9,Yes
2012-04-06,Ciprofloxacin,36,Antibiotic,14.58,-36,Supplier A,Spring,Aisle 10,Yes
2012-04-06,Levothyroxine,126,Thyroid Hormone,39.61,-126,Supplier D,Spring,Aisle 7,Yes
2012-04-13,Paracetamol,190,Analgesic,33.59,-190,Supplier B,Spring,Aisle 4,Yes
2012-04-13,Ibuprofen,170,NSAID,23.57,-170,Supplier B,Spring,Aisle 4,Yes
2012-04-13,Aspirin,175,NSAID,31.78,-175,Supplier D,Spring,Aisle 2,Yes
2012-04-13,Amoxicillin,52,Antibiotic,35.74,-52,Supplier C,Spring,Aisle 7,Yes
2012-04-13,Cetirizine,73,Antihistamine,43.32,-73,Supplier C,Spring,Aisle 4,Yes
2012-04-13,Loratadine,63,Antihistamine,30.49,-63,Supplier D,Spring,Aisle 1,Yes
2012-04-13,Omeprazole,55,Antacid,29.68,-55,Supplier A,Spring,Aisle 7,Yes
2012-04-13,Metformin,48,Antidiabetic,5.23,-48,Supplier C,Spring,Aisle 1,Yes
2012-04-13,Simvastatin,186,Lipid-lowering,44.16,-186,Supplier A,Spring,Aisle 10,Yes
2012-04-13,Diazepam,156,Benzodiazepine,44.52,-156,Supplier C,Spring,Aisle 4,Yes
2012-04-13,Ciprofloxacin,186,Antibiotic,36.75,-186,Supplier D,Spring,Aisle 3,Yes
2012-04-13,Levothyroxine,116,Thyroid Hormone,8.57,-116,Supplier D,Spring,Aisle 3,Yes
2012-04-20,Paracetamol,87,Analgesic,40.16,-87,Supplier B,Spring,Aisle 4,Yes
2012-04-20,Ibuprofen,163,NSAID,9.67,-163,Supplier B,Spring,Aisle 9,Yes
2012-04-20,Aspirin,140,NSAID,28.39,-140,Supplier D,Spring,Aisle 6,Yes
2012-04-20,Amoxicillin,183,Antibiotic,29.4,-183,Supplier B,Spring,Aisle 3,Yes
2012-04-20,Cetirizine,69,Antihistamine,31.67,-69,Supplier A,Spring,Aisle 6,Yes
2012-04-20,Loratadine,48,Antihistamine,36.68,-48,Supplier B,Spring,Aisle 7,Yes
2012-04-20,Omeprazole,50,Antacid,18.39,-50,Supplier A,Spring,Aisle 8,Yes
2012-04-20,Metformin,190,Antidiabetic,24.06,-190,Supplier D,Spring,Aisle 4,Yes
2012-04-20,Simvastatin,109,Lipid-lowering,44.24,-109,Supplier C,Spring,Aisle 8,Yes
2012-04-20,Diazepam,176,Benzodiazepine,37.02,-176,Supplier B,Spring,Aisle 8,Yes
2012-04-20,Ciprofloxacin,151,Antibiotic,42.02,-151,Supplier D,Spring,Aisle 7,Yes
2012-04-20,Levothyroxine,68,Thyroid Hormone,36.33,-68,Supplier D,Spring,Aisle 6,Yes
2012-04-27,Paracetamol,172,Analgesic,20.43,-172,Supplier A,Spring,Aisle 9,Yes
2012-04-27,Ibuprofen,88,NSAID,15.6,-88,Supplier B,Spring,Aisle 7,Yes
2012-04-27,Aspirin,25,NSAID,32.61,-25,Supplier A,Spring,Aisle 10,Yes
2012-04-27,Amoxicillin,32,Antibiotic,30.65,-32,Supplier C,Spring,Aisle 5,Yes
2012-04-27,Cetirizine,154,Antihistamine,43.47,-154,Supplier C,Spring,Aisle 1,Yes
2012-04-27,Loratadine,61,Antihistamine,8.22,-61,Supplier C,Spring,Aisle 2,Yes
2012-04-27,Omeprazole,181,Antacid,22.96,-181,Supplier B,Spring,Aisle 10,Yes
2012-04-27,Metformin,134,Antidiabetic,13.34,-134,Supplier B,Spring,Aisle 1,Yes
2012-04-27,Simvastatin,141,Lipid-lowering,31.79,-141,Supplier A,Spring,Aisle 4,Yes
2012-04-27,Diazepam,105,Benzodiazepine,28.47,-105,Supplier D,Spring,Aisle 5,Yes
2012-04-27,Ciprofloxacin,87,Antibiotic,24.89,-87,Supplier B,Spring,Aisle 6,Yes
2012-04-27,Levothyroxine,159,Thyroid Hormone,7.46,-159,Supplier B,Spring,Aisle 1,Yes
2012-05-04,Paracetamol,47,Analgesic,12.29,-47,Supplier D,Spring,Aisle 10,Yes
2012-05-04,Ibuprofen,67,NSAID,16.31,-67,Supplier B,Spring,Aisle 3,Yes
2012-05-04,Aspirin,34,NSAID,17.58,-34,Supplier D,Spring,Aisle 1,Yes
2012-05-04,Amoxicillin,21,Antibiotic,34.79,-21,Supplier C,Spring,Aisle 3,Yes
2012-05-04,Cetirizine,66,Antihistamine,45.54,-66,Supplier D,Spring,Aisle 3,Yes
2012-05-04,Loratadine,188,Antihistamine,44.62,-188,Supplier A,Spring,Aisle 10,Yes
2012-05-04,Omeprazole,108,Antacid,14.87,-108,Supplier C,Spring,Aisle 2,Yes
2012-05-04,Metformin,132,Antidiabetic,27.2,-132,Supplier B,Spring,Aisle 3,Yes
2012-05-04,Simvastatin,128,Lipid-lowering,6.5,-128,Supplier C,Spring,Aisle 5,Yes
2012-05-04,Diazepam,77,Benzodiazepine,16.42,-77,Supplier A,Spring,Aisle 6,Yes
2012-05-04,Ciprofloxacin,168,Antibiotic,25.8,-168,Supplier D,Spring,Aisle 4,Yes
2012-05-04,Levothyroxine,184,Thyroid Hormone,17.54,-184,Supplier B,Spring,Aisle 2,Yes
2012-05-11,Paracetamol,59,Analgesic,6.79,-59,Supplier B,Spring,Aisle 10,Yes
2012-05-11,Ibuprofen,75,NSAID,14.23,-75,Supplier B,Spring,Aisle 3,Yes
2012-05-11,Aspirin,68,NSAID,43.98,-68,Supplier C,Spring,Aisle 9,Yes
2012-05-11,Amoxicillin,153,Antibiotic,27.48,-153,Supplier B,Spring,Aisle 10,Yes
2012-05-11,Cetirizine,169,Antihistamine,31.8,-169,Supplier C,Spring,Aisle 6,Yes
2012-05-11,Loratadine,114,Antihistamine,40.83,-114,Supplier A,Spring,Aisle 8,Yes
2012-05-11,Omeprazole,85,Antacid,41.78,-85,Supplier C,Spring,Aisle 7,Yes
2012-05-11,Metformin,123,Antidiabetic,26.52,-123,Supplier B,Spring,Aisle 7,Yes
2012-05-11,Simvastatin,171,Lipid-lowering,14.35,-171,Supplier C,Spring,Aisle 6,Yes
2012-05-11,Diazepam,97,Benzodiazepine,46.88,-97,Supplier A,Spring,Aisle 10,Yes
2012-05-11,Ciprofloxacin,94,Antibiotic,17.86,-94,Supplier B,Spring,Aisle 2,Yes
2012-05-11,Levothyroxine,198,Thyroid Hormone,9.49,-198,Supplier C,Spring,Aisle 5,Yes
2012-05-18,Paracetamol,24,Analgesic,35.66,-24,Supplier B,Spring,Aisle 2,Yes
2012-05-18,Ibuprofen,159,NSAID,13.57,-159,Supplier D,Spring,Aisle 7,Yes
2012-05-18,Aspirin,149,NSAID,47.43,-149,Supplier B,Spring,Aisle 10,Yes
2012-05-18,Amoxicillin,163,Antibiotic,14.97,-163,Supplier A,Spring,Aisle 5,Yes
2012-05-18,Cetirizine,77,Antihistamine,24.8,-77,Supplier B,Spring,Aisle 6,Yes
2012-05-18,Loratadine,176,Antihistamine,32.04,-176,Supplier B,Spring,Aisle 1,Yes
2012-05-18,Omeprazole,59,Antacid,30.33,-59,Supplier B,Spring,Aisle 10,Yes
2012-05-18,Metformin,181,Antidiabetic,37.29,-181,Supplier D,Spring,Aisle 2,Yes
2012-05-18,Simvastatin,51,Lipid-lowering,27.18,-51,Supplier A,Spring,Aisle 6,Yes
2012-05-18,Diazepam,198,Benzodiazepine,49.44,-198,Supplier A,Spring,Aisle 6,Yes
2012-05-18,Ciprofloxacin,200,Antibiotic,16.88,-200,Supplier B,Spring,Aisle 3,Yes
2012-05-18,Levothyroxine,66,Thyroid Hormone,46.14,-66,Supplier A,Spring,Aisle 2,Yes
2012-05-25,Paracetamol,66,Analgesic,26.45,-66,Supplier B,Spring,Aisle 5,Yes
2012-05-25,Ibuprofen,85,NSAID,49.1,-85,Supplier D,Spring,Aisle 3,Yes
2012-05-25,Aspirin,37,NSAID,27.72,-37,Supplier B,Spring,Aisle 1,Yes
2012-05-25,Amoxicillin,122,Antibiotic,44.88,-122,Supplier D,Spring,Aisle 3,Yes
2012-05-25,Cetirizine,86,Antihistamine,33.92,-86,Supplier D,Spring,Aisle 7,Yes
2012-05-25,Loratadine,176,Antihistamine,47.89,-176,Supplier C,Spring,Aisle 6,Yes
2012-05-25,Omeprazole,57,Antacid,20.34,-57,Supplier D,Spring,Aisle 2,Yes
2012-05-25,Metformin,33,Antidiabetic,10.57,-33,Supplier A,Spring,Aisle 10,Yes
2012-05-25,Simvastatin,188,Lipid-lowering,47.91,-188,Supplier B,Spring,Aisle 8,Yes
2012-05-25,Diazepam,169,Benzodiazepine,40.04,-169,Supplier C,Spring,Aisle 9,Yes
2012-05-25,Ciprofloxacin,141,Antibiotic,26.17,-141,Supplier B,Spring,Aisle 7,Yes
2012-05-25,Levothyroxine,190,Thyroid Hormone,7.93,-190,Supplier B,Spring,Aisle 8,Yes
2012-06-01,Paracetamol,117,Analgesic,45.93,-117,Supplier A,Summer,Aisle 4,Yes
2012-06-01,Ibuprofen,38,NSAID,24.43,-38,Supplier D,Summer,Aisle 1,Yes
2012-06-01,Aspirin,140,NSAID,28.76,-140,Supplier C,Summer,Aisle 8,Yes
2012-06-01,Amoxicillin,167,Antibiotic,7.22,-167,Supplier B,Summer,Aisle 8,Yes
2012-06-01,Cetirizine,107,Antihistamine,49.98,-107,Supplier D,Summer,Aisle 7,Yes
2012-06-01,Loratadine,141,Antihistamine,6.9,-141,Supplier D,Summer,Aisle 5,Yes
2012-06-01,Omeprazole,98,Antacid,14.58,-98,Supplier B,Summer,Aisle 10,Yes
2012-06-01,Metformin,39,Antidiabetic,38.29,-39,Supplier B,Summer,Aisle 6,Yes
2012-06-01,Simvastatin,64,Lipid-lowering,14.28,-64,Supplier C,Summer,Aisle 3,Yes
2012-06-01,Diazepam,140,Benzodiazepine,10.65,-140,Supplier B,Summer,Aisle 4,Yes
2012-06-01,Ciprofloxacin,114,Antibiotic,13.16,-114,Supplier B,Summer,Aisle 10,Yes
2012-06-01,Levothyroxine,176,Thyroid Hormone,45.11,-176,Supplier B,Summer,Aisle 2,Yes
2012-06-08,Paracetamol,114,Analgesic,25.64,-114,Supplier D,Summer,Aisle 3,Yes
2012-06-08,Ibuprofen,121,NSAID,47.0,-121,Supplier D,Summer,Aisle 8,Yes
2012-06-08,Aspirin,165,NSAID,18.84,-165,Supplier C,Summer,Aisle 6,Yes
2012-06-08,Amoxicillin,63,Antibiotic,29.22,-63,Supplier B,Summer,Aisle 7,Yes
2012-06-08,Cetirizine,145,Antihistamine,47.48,-145,Supplier D,Summer,Aisle 2,Yes
2012-06-08,Loratadine,64,Antihistamine,40.41,-64,Supplier D,Summer,Aisle 1,Yes
2012-06-08,Omeprazole,126,Antacid,44.49,-126,Supplier A,Summer,Aisle 10,Yes
